url	comment	scores	type
https://www.youtube.com/watch?v=0twopr59buc	"The argument: ""we shouldn't use the word 'cult' in a pejorative sense"" is a strange one. For this to be sustainable you'd have to ignore the fact that language shifts over time , similar to your characterization of ""religions"" in other videos. Alternatively you would need to assert academic primacy in language use: ""only academics can use words definitively"". But in that case, ""religion"" itself should only be used by academics since (as Jonathan Z. Smith noted), ""“Religion is not a native term. It is a term invented by scholars for their intellectual purposes and is therefore theirs to define. "" Notice how often in public discourse 'religion/religious/etc. are weaponized in exactly the same way that ""cult"" can be used: to marginalize, differentiate the ""other"", and dismiss. Just read some of the comments in your videos or listen to Bill Maher. Words have a general use and specific, in-group use. It's in everyone's interest to maintain linguistic continuity (to promote society-wide communication), even while acknowledging the continual evolution of language. In-group specialized usage of words goes far in preserving language meaning since the group population is smaller than the general population. For this reason, calling another group ""cult"" within a specific group likely carries specific meaning for that group and playing the ""academic definition"" card has no salutary effect. It's meaningful to understand the semantic range of a word, including academic usage, but attempts at linguistic policing are misguided when herding cats is easier than herding word use. Unless there is thought-control of Orwellian proportions, the wisest course is to seek to be understood and to understand the individuals we are in communication with at any given moment."	[0.4017680585384369, 0.5119947195053101, 0.08623716980218887]	RELIGION
https://www.youtube.com/watch?v=0twopr59buc	The way I've always used it is to refer to a relatively new religious belief system that has not stemmed directly from a longer standing one. In my view Scientology is a cult. The things they believe are all based on the works of a fiction writer. Their ideas and concepts don't attempt to tie themselves back into older religions for legitimacy. Whereas I see something like Mormonism as more of a sect. They believe in a christian god, Jesus, angles and such. They uphold the bible as a venerated text. They just wanted to incorporate the new world into old religion. They remixed as apposed to making something new. But at the same time they aren't time tested enough in my view to be considered a denomination of Christianity.	[0.4147297441959381, 0.533202052116394, 0.052068211138248444]	RELIGION
https://www.youtube.com/watch?v=KLkcS-YhY0U	Non è Amatriciana ma pasta pomodoro e pancetta che è anche più buona☺️ Ottima esecuzione.	[0.029732029885053635, 0.8261884450912476, 0.14407943189144135]	Cuisine
https://www.youtube.com/watch?v=RWycD2yd0zE	Was the shredded potato cooked or not ?	[0.14365488290786743, 0.8352705836296082, 0.021074533462524414]	Cuisine
https://www.youtube.com/watch?v=YuL_OLWMd_U	Can you use plain and self raising flour instead if all purpose?	[0.05218813195824623, 0.9007347822189331, 0.04707704856991768]	Cuisine
https://www.youtube.com/watch?v=YuL_OLWMd_U	Do we need to use brown sugar for this cookie?	[0.2007015496492386, 0.7812561988830566, 0.018042156472802162]	Cuisine
https://www.youtube.com/watch?v=YuL_OLWMd_U	can i use cane sugar instead of brown sugar?	[0.11806675046682358, 0.8473133444786072, 0.03461981937289238]	Cuisine
https://www.youtube.com/watch?v=i3I3FiK3_r8	I know it's not the same as gumbo but it has similar roots My mama used to make a lot of jambalaya.... I really miss her	[0.23998568952083588, 0.5928137302398682, 0.16720050573349]	Cuisine
https://www.youtube.com/watch?v=JtpnjfDw8Kc	you know what has always been funny to me josh gets on people about being lazy and not making things themselves like bread for example but he uses a rice cooker you would think he would people how to cook rice without one lol	[0.1329357624053955, 0.5563812255859375, 0.3106830418109894]	Cuisine
https://www.youtube.com/watch?v=EApkyOBewEw	Bro I’m Chinese and we don’t even make the base at home even on holidays. Truly going all the way	[0.2672475278377533, 0.5506846904754639, 0.18206772208213806]	Cuisine
https://www.youtube.com/watch?v=mrDJ2K3JXsA	onnionnnnnnn	[0.13826970756053925, 0.695919394493103, 0.16581083834171295]	Cuisine
https://www.youtube.com/watch?v=mrDJ2K3JXsA	If you want to count the time it takes to order, you need to count the time it takes you to measure out all your spices. :)	[0.04956222325563431, 0.7069958448410034, 0.2434418648481369]	Cuisine
https://www.youtube.com/watch?v=UeDMZIB8dg8	I prefer dry chicken tendies over moist	[0.15843446552753448, 0.6904323101043701, 0.15113317966461182]	Cuisine
https://www.youtube.com/watch?v=UeDMZIB8dg8	Fist!	[0.11730711907148361, 0.6294571757316589, 0.253235787153244]	Cuisine
https://www.youtube.com/watch?v=kSa6n-b7d8o	Sometimes I see Gordon on talk shows burning food and stuff and wonder if he can actually cook, but then I see him on here breaking down a king crab like an expert and I know he can	[0.22337444126605988, 0.5954118967056274, 0.18121376633644104]	Cuisine
https://www.youtube.com/watch?v=kSa6n-b7d8o	2:14 my reaction right now	[0.07197976112365723, 0.8788967132568359, 0.049123525619506836]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Gordon: “How do you serve fish and chips without lemon?” Also Gordon: *Proceeds to serve fish and chips with lemon*	[0.12624609470367432, 0.826090931892395, 0.04766298830509186]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	So can I use any beer for the batter or do you use a certain kind of beer	[0.07850830256938934, 0.8916894197463989, 0.029802212491631508]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	"""Let Knife Do The Work"" Me: 'alright aimma head out'"	[0.10404623299837112, 0.8356447219848633, 0.06030900776386261]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	“Taunt the fish” *fortnite dances*	[0.043046291917562485, 0.799759566783905, 0.1571940779685974]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	What oil does Ramsay use at 1:22?	[0.0895216092467308, 0.8887383937835693, 0.02174004167318344]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Legend has it that Gordon, seasons his seasoning...	[0.05465761199593544, 0.9092575907707214, 0.03608475998044014]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	ok, ok.. fish, and chips. peas? you want peas in there? mint? really mint? LEMONS?	[0.06697028875350952, 0.8214781880378723, 0.11155156791210175]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Season your comments first before posting it.	[0.2164434939622879, 0.7380779981613159, 0.04547841101884842]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	naw, the real fish and chips = sold in the cold rainy streets of London, wrapped in flimsy newspaper while still hot so the ink blends in for additional flavor, fish with head and bones and everything, etc.	[0.2703133523464203, 0.6495660543441772, 0.08012065291404724]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Burnt. Batter looks aweful	[0.35039326548576355, 0.5285989046096802, 0.12100785225629807]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Gordon Ramsay using *frozen* peas? 🧐	[0.29809409379959106, 0.6682818531990051, 0.03362416848540306]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Dunno if he really loves being a chef or that fish is just getting him horny	[0.4082055985927582, 0.5031880736351013, 0.08860628306865692]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Who has peas with fish & chips o.O	[0.03263462707400322, 0.8731759190559387, 0.09418950229883194]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Tartar sauce? What, no malt vinegar?	[0.25427091121673584, 0.7157576680183411, 0.029971430078148842]	Cuisine
https://www.youtube.com/watch?v=ds5MbgbXLBo	Gordon, next time please pronounce paprika the right way	[0.13960541784763336, 0.6915406584739685, 0.16885393857955933]	Cuisine
https://www.youtube.com/watch?v=ds5MbgbXLBo	Any videos on the contestants' results?	[0.06320944428443909, 0.908707320690155, 0.028083208948373795]	Cuisine
https://www.youtube.com/watch?v=ds5MbgbXLBo	isn't that the guy who plays sherlock?	[0.07445700466632843, 0.8824219107627869, 0.0431210920214653]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	Wait isn’t this just an omelet???	[0.13581520318984985, 0.8052636981010437, 0.05892110988497734]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	Chicken and egg Parents and child hmmm...🤔	[0.10582368075847626, 0.8528591394424438, 0.04131730645895004]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	Fact: The watery substance is not oil; it is a stock-based broth.	[0.10241681337356567, 0.8327723741531372, 0.06481076776981354]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	some fun fact, Oyakodon is also a slang for threesome with mother and daughter.	[0.010373542085289955, 0.5417024493217468, 0.44792410731315613]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	It's more like 'paratha' stuffed bread from India.	[0.14045993983745575, 0.8143522143363953, 0.045187823474407196]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	yo what language he speaking hahahaha	[0.06372349709272385, 0.7678166031837463, 0.168459951877594]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	1:18 what kind of banana is that ??!?!	[0.3704094886779785, 0.5792310237884521, 0.05035950988531113]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	2:12 Imma start saying that from now on.	[0.058833055198192596, 0.879449725151062, 0.06171729788184166]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	Looks like a Salvadorian Papusa...	[0.09562308341264725, 0.8244790434837341, 0.07989779114723206]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	I was expecting he'll put cinnamon and cloves somewhere in it.	[0.08808165043592453, 0.8470156192779541, 0.06490275263786316]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	*Pizza Time*	[0.04194183275103569, 0.8226413726806641, 0.1354166865348816]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	super	[0.1340164691209793, 0.5421721339225769, 0.32381129264831543]	Cuisine
https://www.youtube.com/watch?v=mHv9asERNM0	"""Life is short thing"" ""Girl and Boy friend is nothing"" ""Mother and father God things"" ""Support to everything"""	[0.18446862697601318, 0.6089363694190979, 0.20659491419792175]	ENTERTAINMENT
https://www.youtube.com/watch?v=aBn6kcbC0U8	In which state is this show?	[0.08210351318120956, 0.8860754370689392, 0.0318211168050766]	ENTERTAINMENT
https://www.youtube.com/watch?v=zR9J4F7nAEI	How many of us are here cause we’re single? How do we get on this show?	[0.3409556746482849, 0.6092556118965149, 0.0497887060046196]	ENTERTAINMENT
https://www.youtube.com/watch?v=zR9J4F7nAEI	I can tell her one thing she need to do.	[0.11951693892478943, 0.8076918721199036, 0.07279126346111298]	ENTERTAINMENT
https://www.youtube.com/watch?v=yB7H3odA0zI	Where is the father?	[0.27156421542167664, 0.6974959373474121, 0.030939839780330658]	ENTERTAINMENT
https://www.youtube.com/watch?v=aSEna5vubto	It’s not what you say, it’s HOW you say it 🤣😂 “out of your league”	[0.369415283203125, 0.5314217805862427, 0.09916290640830994]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	So what about the car horn	[0.2638091444969177, 0.7056673169136047, 0.030523503199219704]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	someone find me a charlie pls	[0.049821991473436356, 0.7845898866653442, 0.16558818519115448]	ENTERTAINMENT
https://www.youtube.com/watch?v=bxnTp5z4Hfs	How's the son twice as tall as the dad	[0.1875218152999878, 0.7592772841453552, 0.053200844675302505]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will did Ryan's impression the whole time.	[0.053108785301446915, 0.8752502202987671, 0.07164107263088226]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Will should just fill in for everyone	[0.09942236542701721, 0.8118137717247009, 0.08876384794712067]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	"JUST saw the ""TONIGHT SHOW"" with Ryan's part of the sketch, LOL..."	[0.03320088982582092, 0.5491876006126404, 0.41761142015457153]	ENTERTAINMENT
https://www.youtube.com/watch?v=M3aWvGi9Z3U	Now I'm wondering if instead of swapping the guest.... they might've have swapped the host	[0.26241934299468994, 0.7091729044914246, 0.02840782329440117]	ENTERTAINMENT
https://www.youtube.com/watch?v=s323wdjE02Q	"That should be a skit on the show, ""Tom Cruise vs Ted Cruz - Which has the Better Stunts"" then compare Cruise's movie stunts to Ted Cruz's political stunts."	[0.1876588612794876, 0.6688032746315002, 0.14353787899017334]	ENTERTAINMENT
https://www.youtube.com/watch?v=6fGEtOzBQao	She probably doesn't care but she doesn't have to, she just needs to understand her character.	[0.22411327064037323, 0.7194565534591675, 0.056430306285619736]	ENTERTAINMENT
https://www.youtube.com/watch?v=6-oQlSgLiFw	3:17 something falls our of Jimmy's Jacket???	[0.2900889813899994, 0.6806150078773499, 0.029296038672327995]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	What's the red thing on Brad Pitt's waist when he's at the window?	[0.067782461643219, 0.9053018689155579, 0.02691580168902874]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	Didn’t James Cordon do this with Chris Hemsworth.	[0.16556629538536072, 0.7982784509658813, 0.03615524619817734]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	Keanu Reeves and Brad Pitt should make movies together.	[0.010258408263325691, 0.5710917115211487, 0.41864994168281555]	ENTERTAINMENT
https://www.youtube.com/watch?v=bsgj0UdxMSQ	*Rule Number 1: You don't talk about the gentleman at the bar*	[0.3729122579097748, 0.5944969058036804, 0.03259078785777092]	ENTERTAINMENT
https://www.youtube.com/watch?v=SAvXVLQGvJU	Yeah more Cyanide and happiness short	[0.23404836654663086, 0.523887574672699, 0.24206402897834778]	ENTERTAINMENT
https://www.youtube.com/watch?v=qCcTUREw63s	Jesus is a Virgin and God is a chad	[0.0936511680483818, 0.7968028783798218, 0.10954589396715164]	ENTERTAINMENT
https://www.youtube.com/watch?v=qCcTUREw63s	Man: Hey Jesus do you wann- Jesus: *SAY NO MORE FAM*	[0.13618062436580658, 0.8116438388824463, 0.052175503224134445]	ENTERTAINMENT
https://www.youtube.com/watch?v=YM9LyJBmBEg	Nipples(and lactation glands)are vestiges from when we were females in the womb. There's no real evolutionary pressure to have men not produce these structures, and any mutation in a male might affect females being born in the next generation, which puts those particular traits at an evolutionary disadvantage. Also, they feel nice when I rub them.	[0.21075870096683502, 0.5291886329650879, 0.2600526809692383]	ENTERTAINMENT
https://www.youtube.com/watch?v=YM9LyJBmBEg	Now the question has to be asked: was he turning a lever, pulling a knob or twisting a valve?	[0.3093748688697815, 0.6745821237564087, 0.016043109819293022]	ENTERTAINMENT
https://www.youtube.com/watch?v=4TqRk7KxAp8	When is freakpocolypse coming out?	[0.08804125338792801, 0.8710727095603943, 0.04088607802987099]	ENTERTAINMENT
https://www.youtube.com/watch?v=u5ImqjRkD_w	Fun facts: never tell your second date if you have first date.	[0.060473840683698654, 0.5512876510620117, 0.38823843002319336]	ENTERTAINMENT
https://www.youtube.com/watch?v=u5ImqjRkD_w	first	[0.2165137529373169, 0.5076944231987, 0.27579185366630554]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	"*""I am not homeschooled""* 😂"	[0.25551077723503113, 0.6538689732551575, 0.09062016755342484]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	Who else wants Ryan to come back?	[0.07474642246961594, 0.8993229269981384, 0.025930587202310562]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	Him: 1 month in quarantine Me: *Laughing in insanity* there’s 7 actually	[0.17942693829536438, 0.617030918598175, 0.20354227721691132]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	ararara	[0.21798644959926605, 0.566876232624054, 0.21513731777668]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	Dear Ryan why don't you audition for the live action one punch man movie ? No 🚼ing u 🎋 feat perf8 lee 🛩in (If u r a real fan u would get this)	[0.3218209743499756, 0.5969013571739197, 0.08127771317958832]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	"Dear Ryan, do a ""The Office"" parody."	[0.43073540925979614, 0.5043960213661194, 0.06486853957176208]	ENTERTAINMENT
https://www.youtube.com/watch?v=KSD2d8uU6Mo	Literally every celebrity in their millionaire homes:	[0.1398676484823227, 0.7443292737007141, 0.115803062915802]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Well then why do Americans and other people copy kpop ?? XD	[0.45022550225257874, 0.5056602954864502, 0.04411422088742256]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	“It’s not OK to make black jokes but it is OK to make Asian jokes” Indians: Wait, sooooooo which side are we on?	[0.409157395362854, 0.5536320805549622, 0.03721053898334503]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	now tell me whos more sexy? Steve harvey or bts?	[0.0943010225892067, 0.5683997273445129, 0.33729925751686096]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Well technically I’m not saying what that sports article said is right but chink is not a racial slur if it’s in your armor	[0.3912283182144165, 0.5626029968261719, 0.046168673783540726]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	"""Are Asians sexy?"" Ummmmm, have a quick look at BTS!"	[0.10484898090362549, 0.6543991565704346, 0.24075186252593994]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	The passive aggressiveness bar just went up from 0-100	[0.35234472155570984, 0.5839195251464844, 0.06373583525419235]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	zach dempsey from 13rw. no further comments	[0.0786312073469162, 0.8843313455581665, 0.037037406116724014]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Black: Steve Harvey Asian: Steve Ha vee	[0.07625889033079147, 0.8800421953201294, 0.04369886964559555]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	But aren't you from Hawaii?	[0.1607029139995575, 0.8074588775634766, 0.03183816745877266]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	I idk if I'm asian or european. Bc I'm turkish and turkey is connected to both so idk	[0.29535508155822754, 0.6782181859016418, 0.02642665058374405]	ENTERTAINMENT
https://www.youtube.com/watch?v=dCPoOhgl1RQ	Have you seen south Koreans. Yeah I thought so	[0.15735429525375366, 0.73673415184021, 0.10591159015893936]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	Did anyone notice that in the thumbnail the headline of the newspaper says 'THE TEEHEE TIMES'	[0.17969867587089539, 0.7759491205215454, 0.04435213655233383]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	Meat... 🍔🍖🍗🌭	[0.03829960152506828, 0.8718577027320862, 0.089842788875103]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	5:19 bultaoreune FIYAAAHHHH AYYEE OHHHH AYE OH	[0.023319484665989876, 0.6244546175003052, 0.35222581028938293]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	wait so is there a frozen 2?	[0.08459629118442535, 0.8694101572036743, 0.04599366709589958]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	troye sivan fandom here i AT	[0.04973534122109413, 0.8274662494659424, 0.12279845029115677]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	was anyone else saying indubitably multiple times just to get it right or to see how it	[0.1234670877456665, 0.8424313068389893, 0.03410152345895767]	ENTERTAINMENT
https://www.youtube.com/watch?v=tF4JsEhT_GA	Anyone else have a pixel picture even on 1080p	[0.09525441378355026, 0.8433720469474792, 0.06137362867593765]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	Legend has it the dad is still playing his game	[0.1322408765554428, 0.815990686416626, 0.051768336445093155]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	"Why does dads say ""what do u want?"""	[0.42446762323379517, 0.5559484958648682, 0.019583893939852715]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	The person who sent the third video is in my school at Holy Cross.	[0.08339496701955795, 0.8926453590393066, 0.02395949698984623]	ENTERTAINMENT
https://www.youtube.com/watch?v=XjtP0BYOA6s	listen at 0:54 you can here somebody yell in the backround xD	[0.06517598032951355, 0.8172709345817566, 0.11755315959453583]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Los videos no lo hagas en inglés porfa	[0.24393077194690704, 0.7082251310348511, 0.04784403741359711]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	didit	[0.3279971480369568, 0.5409138202667236, 0.13108913600444794]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Ha	[0.161330446600914, 0.6736643314361572, 0.16500528156757355]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	That weren't Dominican Republic, so it wasn't the dirtiest.	[0.23836064338684082, 0.641483724117279, 0.12015567719936371]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Просто у меня вы говорите в этом видео по-русски Я ничего не	[0.12690763175487518, 0.8244007229804993, 0.04869162291288376]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Team bees is next	[0.01807779259979725, 0.854059100151062, 0.12786315381526947]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	All clened	[0.1963258981704712, 0.6837592720985413, 0.11991477012634277]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Why isn’t it in english	[0.43882516026496887, 0.5268163084983826, 0.03435852378606796]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Shame that we didn't donate 4 more million dollars, but hey at least it's close to the goal Haha no, someone now did :D	[0.16634070873260498, 0.512606680393219, 0.32105255126953125]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	It's 2022 and we have only raised 26 mill	[0.28754907846450806, 0.6185779571533203, 0.09387283772230148]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Guy only has a couple hours left 4 his goal	[0.018653705716133118, 0.7595871686935425, 0.2217591255903244]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Welp the goal of 30 mil wasn't reached it. I hope there will be a miracle.	[0.14945396780967712, 0.5827638506889343, 0.26778218150138855]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Bro you cant hit 30 mil you only had 2 days left.😁	[0.2718125879764557, 0.5750375390052795, 0.15314987301826477]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	You need 10m in 3 days Elon musk help us	[0.026947714388370514, 0.732952356338501, 0.2400999814271927]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	Вот они, герои нашего времени 😎	[0.04633781686425209, 0.8146125078201294, 0.13904964923858643]	ENTERTAINMENT
https://www.youtube.com/watch?v=cV2gBU6hKfY	only 10million pounds away!	[0.0700785368680954, 0.609870970249176, 0.320050448179245]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	4:48 2hen you go hiking	[0.01877087913453579, 0.9124912023544312, 0.06873800605535507]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Karl wasn’t here that time	[0.2926082909107208, 0.637238085269928, 0.07015369087457657]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Plot twist:Dora wanted to do something else to Jimmy than wrestle him.	[0.16904771327972412, 0.7992197871208191, 0.03173249214887619]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Bring back the Viking man, your team needs a musculine member 😂	[0.07494762539863586, 0.7653043270111084, 0.15974803268909454]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Where do you get lava?	[0.1964121311903, 0.7528010606765747, 0.05078677833080292]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	plz do more of ths UWU	[0.01966603845357895, 0.7100375890731812, 0.2702963948249817]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	How did they get that lava tho- ¯\_(ツ)_/¯	[0.1597364842891693, 0.6910913586616516, 0.1491721272468567]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	2:39 Me after eating Taco 🌮 bell 🔔	[0.029449669644236565, 0.8968856930732727, 0.07366468757390976]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Lol cause I'm colour blind the lava is blue I think	[0.20489898324012756, 0.6245839595794678, 0.17051705718040466]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Am I the only one wondering were they got the lava	[0.28912216424942017, 0.6888109445571899, 0.022066861391067505]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Dora : Soy Dora which one of you is the main explorer? Mrbeast : that would be me Dora : I'm the only Dora here 😈😈	[0.015029783360660076, 0.5961546301841736, 0.38881561160087585]	ENTERTAINMENT
https://www.youtube.com/watch?v=HfJMs4mrSJM	Ice and lava? Wouldn’t that make Todoroki?	[0.1072225272655487, 0.8463155031204224, 0.04646194726228714]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Q	[0.24807900190353394, 0.5323307514190674, 0.21959033608436584]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	In pizza commercials, they mix glue into cheese and nail it down for the illusion of extra stringy cheese.	[0.30375587940216064, 0.640455961227417, 0.055788151919841766]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Please help	[0.036924250423908234, 0.6180741190910339, 0.3450016379356384]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Can I get beast Berger in canada	[0.04455501586198807, 0.8308167457580566, 0.12462820112705231]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	I was in my mom's tummy	[0.22160641849040985, 0.7076177597045898, 0.07077593356370926]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	Hi	[0.16635510325431824, 0.5590497255325317, 0.27459511160850525]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	3:26 there's a lithuanian flag in the backround so probably it was fillmed in lithuania	[0.07495874166488647, 0.8672841787338257, 0.05775715038180351]	ENTERTAINMENT
https://www.youtube.com/watch?v=T906mp5kYfM	It's really wired that all time Chris says he has seen this on tv be for or a game exsoped the Chris so his reaction look so up coming	[0.12924884259700775, 0.7649722695350647, 0.10577895492315292]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I subscribe	[0.04392953962087631, 0.5928690433502197, 0.3632012903690338]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Done	[0.14391754567623138, 0.5212768912315369, 0.33480557799339294]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Is that a wener	[0.15023843944072723, 0.7679054737091064, 0.08185610920190811]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	I mean when your videos	[0.15369953215122223, 0.7802098989486694, 0.06609050929546356]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	just subscribed can i get the shoutout?	[0.01902509108185768, 0.7432102560997009, 0.23776459693908691]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	1:37 gigachad chris	[0.06546288728713989, 0.8294780254364014, 0.10505912452936172]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	did his wufe just say mike tyson XDDDD \	[0.15890942513942719, 0.7813166379928589, 0.0597740039229393]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	their is pne more makkah cleening stasisfying vid	[0.38288402557373047, 0.5814144015312195, 0.03570157289505005]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Cade ps BR ? 🇧🇷	[0.04587430879473686, 0.902206540107727, 0.05191916972398758]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	done I did sub	[0.10685396939516068, 0.8092337846755981, 0.08391232788562775]	ENTERTAINMENT
https://www.youtube.com/watch?v=plTvQ1g59yM	Anyone else curious about 🐸🐸 in the background? No, just me...ok haha	[0.021759089082479477, 0.6600014567375183, 0.31823936104774475]	ENTERTAINMENT
